period,accessionyear,dateend,title,url,division,century,objectnumber,totaluniquepageviews,datebegin,culture,imagepermissionlevel,rank,id,department
,,0,"The Husband: ""Dearie, would you like to try out my shave?""",https://www.harvardartmuseums.org/collections/object/269560,European and American Art,19th century,M17496,0,0,French,0,218064,269560,Department of Prints
,,1955,"[Clapboard houses, New England]",https://www.harvardartmuseums.org/collections/object/35225,Modern and Contemporary Art,20th century,BRLF.533.22,0,1950,American,1,178040,35225,Busch-Reisinger Museum
,1992.0,1849,Ingenious travesties endorsed by P.J. Proudhon,https://www.harvardartmuseums.org/collections/object/263686,European and American Art,19th century,M21987.89,1,1849,French,0,222983,263686,Department of Prints
,1981.0,1932,Roaring River Falls,https://www.harvardartmuseums.org/collections/object/285051,Modern and Contemporary Art,20th century,P1981.17.9,4,1922,American,0,238202,285051,Department of Photographs
,2011.0,1944,Untitled (parents standing in front of house with three children),https://www.harvardartmuseums.org/collections/object/135165,Modern and Contemporary Art,20th century,4.2002.7247,0,1944,American,0,26324,135165,Department of Photographs
,1934.0,1605,Apollo and Diana,https://www.harvardartmuseums.org/collections/object/229256,European and American Art,16th-17th century,1934.84,21,1595,French,0,60456,229256,"Department of Paintings, Sculpture & Decorative Arts"
,2011.0,1890,Untitled (panorama of Thebes),https://www.harvardartmuseums.org/collections/object/156344,European and American Art,19th century,2.2002.2762,4,1890,,0,6240,156344,Department of Photographs
,2011.0,1950,Untitled (two portraits of a baby in a hat),https://www.harvardartmuseums.org/collections/object/140185,Modern and Contemporary Art,20th century,4.2002.1989,2,1940,American,0,21114,140185,Department of Photographs
,2014.0,1999,Do Women Have To Be Naked To Get Into The Met. Museum? Update,https://www.harvardartmuseums.org/collections/object/351559,Modern and Contemporary Art,20th century,2014.271,3,1999,American,0,138205,351559,Department of Prints
,2018.0,1990,"Seasonal Workers from Jamaica, Miami",https://www.harvardartmuseums.org/collections/object/361717,Modern and Contemporary Art,20th century,2018.172,3,1990,American,1,142184,361717,Department of Photographs
,1936.0,0,Male Figure Study,https://www.harvardartmuseums.org/collections/object/174188,Modern and Contemporary Art,19th-20th century,1936.150.754,4,0,American,0,62682,174188,Department of Drawings
,1929.0,0,"Title Page: Baroque Flowers. Chinoiserie floral print design, Louis XVI period, late 18th century. Indienne fabric patterns, Oberkampf printworks at Jouy",https://www.harvardartmuseums.org/collections/object/258759,European and American Art,18th-19th century,M3590,262,0,German,0,205429,258759,Department of Prints
,2011.0,1955,Untitled (family portrait),https://www.harvardartmuseums.org/collections/object/120277,Modern and Contemporary Art,20th century,4.2002.21891,1,1945,American,0,40269,120277,Department of Photographs
,,1919,"Werkbund Exhibition - 5 Koln, 1914",https://www.harvardartmuseums.org/collections/object/51441,Modern and Contemporary Art,20th century,BRGA.6.129,4,1909,German,0,160630,51441,Busch-Reisinger Museum
,,1931,"[Horse cart in village street, near Montigny-sur-Loing, Seine-et-Marne]",https://www.harvardartmuseums.org/collections/object/39205,Modern and Contemporary Art,20th century,BRLF.388.4,1,1931,German,1,173974,39205,Busch-Reisinger Museum
"Edo period, 1615-1868",1985.0,1632,List of Dignitaries in the Wedding Procession of Tokugawa Kazuko (1620),https://www.harvardartmuseums.org/collections/object/211719,Asian and Mediterranean Art,17th century,1985.481,20,1600,Japanese,0,108464,211719,Department of Asian Art
,2011.0,1950,Untitled (man standing in doorway of Corner Drug Store No. 1),https://www.harvardartmuseums.org/collections/object/138896,Modern and Contemporary Art,20th century,4.2002.3491,8,1940,American,1,22665,138896,Department of Photographs
,,1759,Moses Defending the Daughters of Jethro,https://www.harvardartmuseums.org/collections/object/232564,European and American Art,18th century,R8928,43,1750,Italian,0,252106,232564,Department of Prints
,1964.0,0,Man in tweed coat,https://www.harvardartmuseums.org/collections/object/49425,European and American Art,19th century,1964.64.9.A-B,0,0,Italian,0,86408,49425,"Department of Paintings, Sculpture & Decorative Arts"
,1998.0,0,The Café Godet,https://www.harvardartmuseums.org/collections/object/235670,European and American Art,19th century,M24010,7,0,French,0,226131,235670,Department of Prints
,,0,Christ's Entry into Jerusalem,https://www.harvardartmuseums.org/collections/object/242626,European and American Art,19th century,R10383,44,0,German,0,253291,242626,Department of Prints
,1929.0,1831,"Look, Chapolard...",https://www.harvardartmuseums.org/collections/object/233615,European and American Art,19th century,1929.22.2.42,3,1831,French,0,54850,233615,Department of Prints
,1941.0,1919,Women on the Shore,https://www.harvardartmuseums.org/collections/object/258755,Modern and Contemporary Art,20th century,M10076,11,1919,German,1,211779,258755,Department of Prints
,1931.0,0,Series of Woodblocks for Chinese Manual of Drawing and Painting,https://www.harvardartmuseums.org/collections/object/208965,Asian and Mediterranean Art,17th century,1931.161.15,8,0,Chinese,0,56239,208965,Department of Asian Art
,1984.0,-100,Element from a Funerary Wreath,https://www.harvardartmuseums.org/collections/object/289046,Asian and Mediterranean Art,2nd century BCE,1984.715.K,0,-199,Greek,0,106641,289046,Department of Ancient and Byzantine Art & Numismatics
,,0,"[Julia Feininger, Hermann Klumpp, an unidentified woman, and Andreas Feininger looking at watercolors]",https://www.harvardartmuseums.org/collections/object/43360,Modern and Contemporary Art,20th century,BRLF.152.22,48,0,German,1,169630,43360,Busch-Reisinger Museum
Classical period,,-280,Didrachm of Neapolis (Campania),https://www.harvardartmuseums.org/collections/object/197547,Asian and Mediterranean Art,4th-3rd century BCE,1.1965.101,10,-380,Greek,0,570,197547,Department of Ancient and Byzantine Art & Numismatics
Hellenistic period,1976.0,-164,New Style Drachm of Athens,https://www.harvardartmuseums.org/collections/object/181579,Asian and Mediterranean Art,2nd century BCE,1976.79.1156,2,-165,Greek,0,94560,181579,Department of Ancient and Byzantine Art & Numismatics
,2019.0,2009,Muslim Girl #14,https://www.harvardartmuseums.org/collections/object/363090,Modern and Contemporary Art,21st century,2019.80,183,2009,Israeli,1,143576,363090,Department of Photographs
,,1931,"[Concarneau, Brittany]",https://www.harvardartmuseums.org/collections/object/43190,Modern and Contemporary Art,20th century,BRLF.173.10,1,1931,German,1,170178,43190,Busch-Reisinger Museum
,,0,Holy Family,https://www.harvardartmuseums.org/collections/object/245542,European and American Art,16th century,R5191,7,0,Dutch,0,248663,245542,Department of Prints
,2011.0,1955,Untitled (door to door salesman walking up steps),https://www.harvardartmuseums.org/collections/object/318539,Modern and Contemporary Art,20th century,4.2002.15603.1,0,1945,American,0,34545,318539,Department of Photographs
,2011.0,1945,Untitled (portrait of woman with fur collar and pearl necklace),https://www.harvardartmuseums.org/collections/object/128779,Modern and Contemporary Art,20th century,4.2002.13352,0,1935,American,1,32384,128779,Department of Photographs
,,1959,"[River scene, Paris]",https://www.harvardartmuseums.org/collections/object/10701,Modern and Contemporary Art,20th century,BRLF.1002.111,1,1940,American,1,181731,10701,Busch-Reisinger Museum
,2011.0,1915,"Untitled (Croda da Lago, Dolomites, Italy)",https://www.harvardartmuseums.org/collections/object/155032,Modern and Contemporary Art,19th-20th century,2.2002.4218,8,1890,European,0,7463,155032,Department of Photographs
,,1941,"Abele Residence, Framingham, Massachusetts, 1940-1941: Casement door details (full size)",https://www.harvardartmuseums.org/collections/object/166146,Modern and Contemporary Art,20th century,BRGA.93.30,7,1940,American,0,165879,166146,Busch-Reisinger Museum
,,1939,[Construction of New York World's Fair exhibit],https://www.harvardartmuseums.org/collections/object/36286,Modern and Contemporary Art,20th century,BRLF.502.9,5,1939,American,1,177217,36286,Busch-Reisinger Museum
,,0,Plate XVII,https://www.harvardartmuseums.org/collections/object/241005,European and American Art,17th century,R8349,10,0,French,0,251577,241005,Department of Prints
,,1930,"[Andreas, Lyonel, and Lux Feininger on the beach, Deep]",https://www.harvardartmuseums.org/collections/object/45274,Modern and Contemporary Art,20th century,BRLF.47.6,3,1930,German,0,167796,45274,Busch-Reisinger Museum
,2011.0,1908,"Social Settlements: United States. New York. New York City. ""Boys' Club"": The Boys' Club, New York City.",https://www.harvardartmuseums.org/collections/object/152149,Modern and Contemporary Art,19th-20th century,3.2002.3144,0,1898,American,0,17312,152149,Department of Photographs
,,0,Plate 48: Head of Socrates,https://www.harvardartmuseums.org/collections/object/274062,European and American Art,17th century,G1283,7,0,Dutch,0,193542,274062,Department of Prints
,1949.0,1934,Bauhaus Wallpaper Sample,https://www.harvardartmuseums.org/collections/object/225100,Modern and Contemporary Art,20th century,BR49.286.D,54,1924,German,1,150751,225100,Busch-Reisinger Museum
,1977.0,0,"BLACK VARNISH, MINIATURE CUP.",https://www.harvardartmuseums.org/collections/object/290048,Asian and Mediterranean Art,,1977.216.2867,0,0,,0,98020,290048,Department of Ancient and Byzantine Art & Numismatics
,1926.0,0,"Duclos, abbé Reynal",https://www.harvardartmuseums.org/collections/object/266130,European and American Art,19th century,M3015,7,0,French,0,204872,266130,Department of Prints
,1935.0,0,Three Wise Men (Christmas Card),https://www.harvardartmuseums.org/collections/object/257392,Modern and Contemporary Art,20th century,M8239,59,0,American,0,210026,257392,Department of Prints
,1930.0,0,"Replica of Detail of sculptural ornament (13th century), Hildesheim churches",https://www.harvardartmuseums.org/collections/object/226332,Modern and Contemporary Art,20th century,BR30.25.B,0,0,German,0,149624,226332,Busch-Reisinger Museum
,1999.0,1998,Irregular Form,https://www.harvardartmuseums.org/collections/object/189118,Modern and Contemporary Art,20th century,1999.237,19,1998,American,1,120809,189118,Department of Drawings
,,1929,"Large Housing Development, Berlin, 1929: Site plan with building types",https://www.harvardartmuseums.org/collections/object/168728,Modern and Contemporary Art,20th century,BRGA.39.11,0,1929,German,0,163234,168728,Busch-Reisinger Museum
,,0,Here Comes the Bogie-Man,https://www.harvardartmuseums.org/collections/object/277892,European and American Art,18th-19th century,G8432,22,0,Spanish,0,198846,277892,Department of Prints
,,0,Death of Saint Peter Martyr,https://www.harvardartmuseums.org/collections/object/30648,European and American Art,19th century,G5795,243,0,German,0,197673,30648,Department of Drawings
"Roman Imperial period, Middle",2005.0,137,"Sestertius of Hadrian in the name of L. Aelius, Rome",https://www.harvardartmuseums.org/collections/object/20307,Asian and Mediterranean Art,2nd century CE,2005.115.154,7,137,Roman,0,125351,20307,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1940,Untitled (church floats in parade),https://www.harvardartmuseums.org/collections/object/137852,Modern and Contemporary Art,20th century,4.2002.4394,0,1935,American,1,23568,137852,Department of Photographs
,2011.0,1945,Untitled (full-length portrait of bride with elbow on potted plant),https://www.harvardartmuseums.org/collections/object/130117,Modern and Contemporary Art,20th century,4.2002.12410,2,1935,American,0,31472,130117,Department of Photographs
,2001.0,1959,"[Charcoal drawing by Lyonel Feininger, 1930]",https://www.harvardartmuseums.org/collections/object/54649,Modern and Contemporary Art,20th century,BRLF.1013.95,2,1940,American,1,184482,54649,Busch-Reisinger Museum
,1930.0,0,"Replica of Doorway and Moulding from Hirschvogle House (16th century), Nuremberg",https://www.harvardartmuseums.org/collections/object/356440,Modern and Contemporary Art,20th century,BR30.16,1,0,,0,149585,356440,Busch-Reisinger Museum
,2006.0,1948,Standing Lamp from Woodberry Poetry Room,https://www.harvardartmuseums.org/collections/object/312792,Modern and Contemporary Art,20th century,2006.172,29,1948,Finnish,0,126371,312792,Busch-Reisinger Museum
,2011.0,1908,"Housing, Government: United States. California. Suisun Bay: Governmental Agencies of House Construction. U.S. Shipping Board, Emergency Fleet Corporation: Suisun Bay California. United States Shipping Board. Emergency Fleet Corporation",https://www.harvardartmuseums.org/collections/object/153364,Modern and Contemporary Art,20th century,3.2002.2000,1,1898,American,0,13843,153364,Department of Photographs
,,1939,[New York street scene],https://www.harvardartmuseums.org/collections/object/36282,Modern and Contemporary Art,20th century,BRLF.502.16,1,1939,American,1,177224,36282,Busch-Reisinger Museum
,2014.0,2012,The Guerrilla Girls’ Art Museum Activity Book,https://www.harvardartmuseums.org/collections/object/351562,Modern and Contemporary Art,21st century,2014.274,1,2004,American,0,138208,351562,Department of Prints
"Neolithic period, Shandong Longshan culture, c. 2600-2000 BCE",2006.0,-2000,Stem cup,https://www.harvardartmuseums.org/collections/object/189565,Asian and Mediterranean Art,3rd millennium BCE,2006.170.97,33,-2600,Chinese,0,126137,189565,Department of Asian Art
,,1745,The Lawyer Silvertongue Kills Earl Squanderfield,https://www.harvardartmuseums.org/collections/object/238121,European and American Art,18th century,G1833,33,1745,"British, English",0,194045,238121,Department of Prints
,2007.0,1968,"Untitled (soldiers crossing bridge made of tree branches, Vietnam)",https://www.harvardartmuseums.org/collections/object/322678,Modern and Contemporary Art,20th century,2007.184.2.88.5,7,1967,American,0,127919,322678,Department of Photographs
,,1615,Aerial View of Frankfort,https://www.harvardartmuseums.org/collections/object/235949,European and American Art,17th century,761.1983,22,1615,Flemish,0,48423,235949,Department of Prints
,,0,"San Marco, Venice",https://www.harvardartmuseums.org/collections/object/237435,European and American Art,19th century,FA72,6,0,British,0,191129,237435,Department of Prints
"Shōwa period, 1926-1989",1978.0,1960,Work No. 0,https://www.harvardartmuseums.org/collections/object/169979,Asian and Mediterranean Art,20th century,1978.449,14,1960,Japanese,1,99298,169979,Department of Asian Art
,,1862,"Carisbrooke Castle, Gateway",https://www.harvardartmuseums.org/collections/object/284249,European and American Art,19th century,P1982.365.24,0,1862,British,0,239365,284249,Department of Photographs
,2011.0,1905,"Crime, Prisons: United States. New Hampshire. Newport. Sullivan County Jail: New Hampshire State Charitable and Correctional Institutions: Interior - Old Sullivan County Jail.",https://www.harvardartmuseums.org/collections/object/313577,Modern and Contemporary Art,19th-20th century,3.2002.2996.4,9,1895,American,0,16724,313577,Department of Photographs
,2011.0,1940,Untitled (two photographs: woman in lacy dress posed leaning against piano; double portrait of man posing with two young daughters),https://www.harvardartmuseums.org/collections/object/132176,Modern and Contemporary Art,20th century,4.2002.10305,0,1925,American,0,29418,132176,Department of Photographs
,,1871,The Oyster and the Suitors,https://www.harvardartmuseums.org/collections/object/266452,European and American Art,19th century,M19470,1,1871,French,0,220038,266452,Department of Prints
,2011.0,1953,"Untitled (mini train on tracks, trees above)",https://www.harvardartmuseums.org/collections/object/126914,Modern and Contemporary Art,20th century,4.2002.15221,0,1943,American,0,34108,126914,Department of Photographs
Mughal period,2015.0,0,"The Feeding of Zahhak’s Serpents  (painting recto; text verso of folio 27), illustrated folio from a manuscript of the Shahnama by Firdawsi",https://www.harvardartmuseums.org/collections/object/350777,Asian and Mediterranean Art,17th-18th century,2015.63.6,15,0,Indian,0,138801,350777,Department of Islamic & Later Indian Art
,,1984,"X-radiograph(s) of ""Man with a Beer Keg""",https://www.harvardartmuseums.org/collections/object/347608,,,Straus.8115,0,1984,,0,269674,347608,Straus Center for Conservation and Technical Studies
"Han dynasty, 206 BCE-220 CE",1943.0,220,Covered Circular Box with Quatrefoil Design,https://www.harvardartmuseums.org/collections/object/204084,Asian and Mediterranean Art,3rd century BCE-3rd century CE,1943.52.81,42,-206,Chinese,0,68220,204084,Department of Asian Art
,2011.0,1945,"Untitled (portrait of woman standing in satin sleeveless dress, seen from side)",https://www.harvardartmuseums.org/collections/object/128796,Modern and Contemporary Art,20th century,4.2002.13274,0,1935,American,1,32309,128796,Department of Photographs
,,1930,[Lyonel Feininger's toy houses and trains],https://www.harvardartmuseums.org/collections/object/36073,Modern and Contemporary Art,20th century,BRLF.519.13,1,1930,German,1,177657,36073,Busch-Reisinger Museum
,1925.0,1804,Scholar,https://www.harvardartmuseums.org/collections/object/57383,European and American Art,19th century,M2869.21.48,2,1804,Italian,0,204647,57383,Department of Prints
,1963.0,0,Untitled [Bust of Woman],https://www.harvardartmuseums.org/collections/object/161907,Modern and Contemporary Art,20th century,BR63.3732,2,0,German?,1,158229,161907,Busch-Reisinger Museum
,2013.0,1865,"Mechanicsville, Virginia",https://www.harvardartmuseums.org/collections/object/343530,European and American Art,19th century,2013.6.2.45,2,1865,American,0,137032,343530,Department of Photographs
,2002.0,1971,Young Man Playing Sistrum (Hallelujah Miniatures No. 1 With Calligraphy),https://www.harvardartmuseums.org/collections/object/192826,Modern and Contemporary Art,20th century,M25533,7,1970,American,1,228727,192826,Department of Prints
,1991.0,1776,"Overton Bridge, Over the River Dee, On the Confines of Denbigh & Hintshire",https://www.harvardartmuseums.org/collections/object/253380,European and American Art,18th century,M21649,1,1776,British,0,222236,253380,Department of Prints
,1940.0,1931,Self-portrait,https://www.harvardartmuseums.org/collections/object/257431,Modern and Contemporary Art,20th century,M9977,3,1931,American,0,211681,257431,Department of Prints
,1996.0,1990,Tightrope Dancer,https://www.harvardartmuseums.org/collections/object/218305,Modern and Contemporary Art,20th century,1996.214,2,1985,German,1,119016,218305,Busch-Reisinger Museum
,1988.0,1950,Untitled,https://www.harvardartmuseums.org/collections/object/309605,Modern and Contemporary Art,20th century,1988.135,3,1950,American,1,112443,309605,Department of Drawings
"Classical period, Late",,-371,Tetradrachm of Ainos,https://www.harvardartmuseums.org/collections/object/186925,Asian and Mediterranean Art,4th century BCE,1.1965.1273,10,-374,Greek,0,1741,186925,Department of Ancient and Byzantine Art & Numismatics
,2001.0,1974,"Poem by Joseph Moses, ""Composed 2 a.m., February 2, 1974 on the occasion of Chris's Opening.""",https://www.harvardartmuseums.org/collections/object/95700,Modern and Contemporary Art,20th century,CW2001.1889,0,1974,American,0,190723,95700,Archives
,2011.0,1910,Mass. Ave. Sly. from opposite City Hall,https://www.harvardartmuseums.org/collections/object/143543,Modern and Contemporary Art,20th century,5.2002.90,1,1910,American,1,41604,143543,Department of Photographs
,2001.0,1975,Sketch for sculpture,https://www.harvardartmuseums.org/collections/object/71348,Modern and Contemporary Art,20th century,CW2001.793.11,0,1975,American,0,189223,71348,Department of Drawings
,1960.0,0,"Thai Rubbing from the South Wall of the Temple of Wat Po, Bangkok:  Bibhek Banished from Lanka",https://www.harvardartmuseums.org/collections/object/203021,Asian and Mediterranean Art,18th century,1960.4.52,2,0,Thai,0,83697,203021,Department of Asian Art
,,1741,Landscape with Goats,https://www.harvardartmuseums.org/collections/object/242017,European and American Art,18th century,R2743,12,1741,French,0,246686,242017,Department of Prints
,1977.0,0,Fragment from a Vessel,https://www.harvardartmuseums.org/collections/object/191843,Asian and Mediterranean Art,,1977.216.2123.354,0,0,Greek,0,97064,191843,Department of Ancient and Byzantine Art & Numismatics
,1952.0,0,Curvo Pattern Upholstery Fabric Samples,https://www.harvardartmuseums.org/collections/object/329481,Modern and Contemporary Art,20th century,BR52.128.1-4,5,0,Croatian,0,152946,329481,Busch-Reisinger Museum
,2002.0,1962,Untitled (overlooking the factories at night),https://www.harvardartmuseums.org/collections/object/141945,Modern and Contemporary Art,20th century,P2002.54,3,1961,American,1,242976,141945,Department of Photographs
"Edo period, 1615-1868",1985.0,0,"Illustrated Story of Yahei, the White Rat (Shironezumi Yahei monogatari)",https://www.harvardartmuseums.org/collections/object/211617,Asian and Mediterranean Art,17th century,1985.502,13,0,Japanese,0,108519,211617,Department of Asian Art
,2011.0,1905,"Charity, Soldiers and Sailors: United States. New York. Oxford. Women's Relief Corps: State Women's Relief Corp House, Oxford, N.Y.",https://www.harvardartmuseums.org/collections/object/154106,Modern and Contemporary Art,19th-20th century,3.2002.1212,5,1895,American,0,11632,154106,Department of Photographs
,1920.0,1537,"Title-Border, Printer's Mark of Vincent Portunaris from Bartolus de Saxoferrato, In Secundam Codicis Partem Commentaria",https://www.harvardartmuseums.org/collections/object/253073,European and American Art,16th century,M1088,8,1537,French,0,201901,253073,Department of Prints
,1992.0,1850,Letters of agreement from different foreign Majesties,https://www.harvardartmuseums.org/collections/object/263515,European and American Art,19th century,M21989.128,0,1850,French,0,223380,263515,Department of Prints
,2011.0,1908,"Social Settlements: United States. Alabama. Calhoun. ""Calhoun Colored School"": Environments Impeding the Assimilation of the Negro. Calhoun Colored School, Calhoun, Ala.: Community Church. A graduate as pastor.",https://www.harvardartmuseums.org/collections/object/313176,Modern and Contemporary Art,19th-20th century,3.2002.2786.3,0,1898,American,0,16115,313176,Department of Photographs
"Zhou dynasty, Western Zhou period, c. 1050-771 BCE",1943.0,-771,Small Jade Bird with a Long Plume,https://www.harvardartmuseums.org/collections/object/204939,Asian and Mediterranean Art,11th-8th century BCE,1943.50.213,15,-1100,Chinese,0,67577,204939,Department of Asian Art
,,1950,"[Shop window with woman looking in, Plymouth, Massachusetts?]",https://www.harvardartmuseums.org/collections/object/34970,Modern and Contemporary Art,20th century,BRLF.543.4,0,1950,American,1,178368,34970,Busch-Reisinger Museum
,2011.0,1936,Untitled (seated man in suit petting dog),https://www.harvardartmuseums.org/collections/object/137718,Modern and Contemporary Art,20th century,4.2002.4762,5,1936,American,0,23936,137718,Department of Photographs
"Ming dynasty, 1368-1644",1923.0,0,"Camellia, Plum Blossoms, and Sleeping Birds Under Moon",https://www.harvardartmuseums.org/collections/object/209422,Asian and Mediterranean Art,,1923.201,61,0,Chinese,0,52731,209422,Department of Asian Art
,,0,"X-radiograph(s) of ""Portrait of a Woman""",https://www.harvardartmuseums.org/collections/object/347466,,,Straus.7973,0,0,,0,269532,347466,Straus Center for Conservation and Technical Studies
,1998.0,1993,"""Moe Travels""",https://www.harvardartmuseums.org/collections/object/194535,Modern and Contemporary Art,20th century,M24080,23,1993,American,1,226215,194535,Department of Prints
,1950.0,1950,Construction in Sheet Metal,https://www.harvardartmuseums.org/collections/object/225234,Modern and Contemporary Art,20th century,BR50.594,39,1950,German,0,151643,225234,Busch-Reisinger Museum
,2011.0,1922,Scotland 1915-1922,https://www.harvardartmuseums.org/collections/object/155592,Modern and Contemporary Art,20th century,2.2002.3637,2,1915,Scottish,0,6861,155592,Department of Photographs
,,1950,"X-radiograph(s) of ""The Visitation""",https://www.harvardartmuseums.org/collections/object/347215,,,Straus.7722,0,1950,,0,269281,347215,Straus Center for Conservation and Technical Studies
"Edo period, 1615-1868",1933.0,0,Treasury of Loyal Retainers (Chūshingura),https://www.harvardartmuseums.org/collections/object/206762,Asian and Mediterranean Art,,1933.4.2734,17,0,Japanese,0,59696,206762,Department of Asian Art
,2010.0,1998,Untitled from the photo-romance Phantom Lady or Kismet,https://www.harvardartmuseums.org/collections/object/336850,Modern and Contemporary Art,20th century,2010.515.16,7,1996,Indian,1,135029,336850,Department of Photographs
"Edo period, 1615-1868",1933.0,1832,New Year's Day,https://www.harvardartmuseums.org/collections/object/208759,Asian and Mediterranean Art,18th-19th century,1933.4.609,16,1770,Japanese,0,57532,208759,Department of Asian Art
,1960.0,0,"Thai Rubbing from the North Wall of the Temple of Wat Po, Bangkok; Mounted Front Line of Mulabalam's Army",https://www.harvardartmuseums.org/collections/object/203199,Asian and Mediterranean Art,18th century,1960.4.144,1,0,Thai,0,83789,203199,Department of Asian Art
,,1776,Johann Joachim Winkelmann,https://www.harvardartmuseums.org/collections/object/277426,European and American Art,18th century,G242,10,1776,German,0,192674,277426,Department of Prints
,1919.0,0,The Crucifixion,https://www.harvardartmuseums.org/collections/object/259487,European and American Art,16th century,M974,15,0,German,0,201788,259487,Department of Prints
Roman Imperial period,1997.0,0,Coin of Corcyra under Geta,https://www.harvardartmuseums.org/collections/object/212874,Asian and Mediterranean Art,3rd century CE,1997.260.167,1,0,Roman Provincial,0,119668,212874,Department of Ancient and Byzantine Art & Numismatics
,2001.0,1970,"Artist's documents: letter and announcements related to the Pier Project and REO, 1970",https://www.harvardartmuseums.org/collections/object/95734,Modern and Contemporary Art,20th century,CW2001.1690,0,1970,American,0,190523,95734,Archives
,2005.0,2001,Untitled (business man in black overcoat),https://www.harvardartmuseums.org/collections/object/21003,Modern and Contemporary Art,21st century,P2005.38,7,2001,American,0,243807,21003,Department of Photographs
"Hellenistic period, Late, to Early Roman Imperial",,5,"Tetradrachm of Azes II, Scythia",https://www.harvardartmuseums.org/collections/object/169828,Asian and Mediterranean Art,1st century BCE-1st century CE,1.1965.2727,5,-35,Greek,0,3194,169828,Department of Ancient and Byzantine Art & Numismatics
,,1932,"Prefabricated Copper Houses, 1931-1932: Building type S: east elevation, 1:20",https://www.harvardartmuseums.org/collections/object/167717,Modern and Contemporary Art,20th century,BRGA.57.112,6,1931,German,0,164220,167717,Busch-Reisinger Museum
,,0,Statue of Meleager,https://www.harvardartmuseums.org/collections/object/262423,European and American Art,18th-19th century,M15590,24,0,Italian,0,216116,262423,Department of Prints
"Meiji period, 1868-1912",1944.0,0,Flight (Chinsen chihō no go-mei no Nihon-kōhei shin-hei hyaku-yo-nin o uchi shirizoku),https://www.harvardartmuseums.org/collections/object/30069,Asian and Mediterranean Art,19th century,1944.5.8.1,14,0,Japanese,0,71111,30069,Department of Asian Art
,1953.0,1921,The Departure,https://www.harvardartmuseums.org/collections/object/270461,Modern and Contemporary Art,20th century,M12898,2,1921,French,0,213587,270461,Department of Prints
"Qing dynasty, 1644-1911",1940.0,1703,Bird on a Flowering Branch -- Illustration from the Ten Bamboo Studio Manual of Calligraphy and Painting (Shizhuzhai shuhua pu),https://www.harvardartmuseums.org/collections/object/205916,Asian and Mediterranean Art,17th-18th century,1940.165.46,44,1633,Chinese,0,65243,205916,Department of Asian Art
,2011.0,1955,Untitled (Burger Queen restaurant),https://www.harvardartmuseums.org/collections/object/135075,Modern and Contemporary Art,20th century,4.2002.7166,0,1945,American,0,26243,135075,Department of Photographs
,1997.0,1580,Two-tiered cabinet with relief decorations,https://www.harvardartmuseums.org/collections/object/226574,European and American Art,16th century,1997.88.B,65,1570,French,0,119276,226574,"Department of Paintings, Sculpture & Decorative Arts"
,1950.0,0,UNIDENTIFIED FRAGMENT,https://www.harvardartmuseums.org/collections/object/174880,Asian and Mediterranean Art,,1950.84.17,0,0,,0,73135,174880,Department of Ancient and Byzantine Art & Numismatics
,,0,Bear approaches Reynard and foxes,https://www.harvardartmuseums.org/collections/object/275109,European and American Art,17th century,G1407,5,0,Dutch,0,193665,275109,Department of Prints
,1932.0,0,Medallion in the canopy above the queen's throne (fol. f vii verso),https://www.harvardartmuseums.org/collections/object/252549,European and American Art,15th century,M5542,8,0,Italian,0,207373,252549,Department of Prints
,,0,Plate 61: Skiddaw,https://www.harvardartmuseums.org/collections/object/250359,European and American Art,19th century,R524NA,1,0,British,0,244309,250359,Department of Prints
,2001.0,0,"Object file, estate: ""My Old Books Closed..."" (AP IV/VI), 1981, (W378), print",https://www.harvardartmuseums.org/collections/object/171456,Modern and Contemporary Art,20th century,CW2001.360,0,0,American,0,188390,171456,Archives
,,0,Venus and Cupid,https://www.harvardartmuseums.org/collections/object/278116,European and American Art,19th century,G3293,1,0,German,0,195376,278116,Department of Prints
,2011.0,1978,Lattingtown,https://www.harvardartmuseums.org/collections/object/157479,Modern and Contemporary Art,20th century,2.2002.1678,4,1978,American,1,5238,157479,Department of Photographs
,2011.0,1907,"Crime, Children, Truant Schools: United States. Massachusetts. Springfield. Hampden County Truant School: Hampden County Truant School, Springfield.: Boys Work in Sloyd, Four Hours per Week devoted to this Work.",https://www.harvardartmuseums.org/collections/object/313486,Modern and Contemporary Art,19th-20th century,3.2002.2957.3,45,1907,American,0,16594,313486,Department of Photographs
Archaic period,1972.0,-490,Arula,https://www.harvardartmuseums.org/collections/object/288170,Asian and Mediterranean Art,6th-5th century BCE,1972.48,78,-510,Greek,0,90647,288170,Department of Ancient and Byzantine Art & Numismatics
,2011.0,1908,"Housing, Industrial: United States. Virginia. Virginia Highlands: Experiments in Cheap Construction. Milton Dana Morrill System: Poured house of the 6 room type at Virginia Highlands, Va., affording a maximum of available space at a minimum of cost.",https://www.harvardartmuseums.org/collections/object/153282,Modern and Contemporary Art,19th-20th century,3.2002.1992,2,1898,American,0,13829,153282,Department of Photographs
,,0,Frieze,https://www.harvardartmuseums.org/collections/object/241991,European and American Art,17th century,R6901,5,0,Italian,0,250188,241991,Department of Prints
,,0,Pyramid of Cestius,https://www.harvardartmuseums.org/collections/object/241177,European and American Art,17th century,R11074,3,0,French,0,253672,241177,Department of Prints
