objectnumber,totaluniquepageviews,culture,imagepermissionlevel,rank,dated,id,title,url
4.2002.3819,1,American,1,22993,c. 1910-1920,138677,"Untitled (elderly woman holding infant on lap, February)",https://www.harvardartmuseums.org/collections/object/138677
1932.165,41,Italian,0,56674,16th century,298517,Design for a Salt Cellar,https://www.harvardartmuseums.org/collections/object/298517
BRGA.57.240,1,German,0,164351,1931-1932,167441,"Prefabricated Copper Houses, 1931-1932: Building type R: roof plank layout, 1:20",https://www.harvardartmuseums.org/collections/object/167441
R6473,13,French,0,249808,19th century,238606,Italian Countryside,https://www.harvardartmuseums.org/collections/object/238606
BR49.192.B,7,American,0,150649,20th century,225819,Exercise in free color use,https://www.harvardartmuseums.org/collections/object/225819
1957.144,13,French,0,82820,1625-1650,228445,Louis XIII,https://www.harvardartmuseums.org/collections/object/228445
1933.4.786.-788,22,Japanese,0,57752,,71528,Triptych: Narihira Ason shokan ryaku,https://www.harvardartmuseums.org/collections/object/71528
4.2002.18105,1,American,1,37814,"July 7, 1954",124353,Untitled (women working at tables at H.E. Harris Stamp Co.),https://www.harvardartmuseums.org/collections/object/124353
1992.245,7,German,1,114478,1969-1970,220941,Two Workfields Opposite,https://www.harvardartmuseums.org/collections/object/220941
G3561,1,German,0,195626,18th-19th century,278276,Dr. Gall,https://www.harvardartmuseums.org/collections/object/278276
1920.44.99,6,Cypriot,0,52034,,292977,Amphoriskos,https://www.harvardartmuseums.org/collections/object/292977
2.2002.3819,18,American,1,7064,"1974, printed later",155238,"Untitled (factory workers, Dresden, East Germany)",https://www.harvardartmuseums.org/collections/object/155238
1992.72,103,Italian,0,114208,17th-18th century,227374,Discovery of the Infant Moses,https://www.harvardartmuseums.org/collections/object/227374
4.2002.817,2,American,1,19921,1940s,156464,"""Objects are Beautiful"" when and because they express something",https://www.harvardartmuseums.org/collections/object/156464
1943.50.133,16,Chinese,0,67483,16th-11th century BCE,205231,Plain Jade Handle with a Gold Band,https://www.harvardartmuseums.org/collections/object/205231
CW2001.55,3,American,0,188080,20th century,172116,"Object file, estate: Platform Dream, 1963, (W45), painting",https://www.harvardartmuseums.org/collections/object/172116
4.2002.5643,1,American,0,24817,1940,136734,Untitled (Headdress Ball: couple with decorative headdresses),https://www.harvardartmuseums.org/collections/object/136734
BR63.3598,7,American,1,158095,4/25/1951,161862,"Untitled [View of the City, Easter Sunday]",https://www.harvardartmuseums.org/collections/object/161862
R7715,16,Flemish,0,250953,17th century,240716,Dispar animarun aeternitas,https://www.harvardartmuseums.org/collections/object/240716
1951.31.5.1253,0,Byzantine,0,78517,IX c.,72896,Seal of Michael imperial vestitor and protonotarios of Paphlagonia (IX c.),https://www.harvardartmuseums.org/collections/object/72896
R1070NA,8,French,0,245208,19th century,241090,Copernicus,https://www.harvardartmuseums.org/collections/object/241090
3.2002.1613,2,American,0,12677,c. 1903,153597,"Health, Baths: United States. Ohio. Cleveland. Municipal Bath: Public Baths in the United States: Municipal Bath, Cleveland, Ohio.",https://www.harvardartmuseums.org/collections/object/153597
M6741,0,French,0,208567,1799,270896,Piece XXXVI,https://www.harvardartmuseums.org/collections/object/270896
BRGA.57.181,0,German,0,164289,1931-1932,167402,"Prefabricated Copper Houses, 1931-1932: Building type M2: north elevation, 1:20",https://www.harvardartmuseums.org/collections/object/167402
2004.117,47,Chinese,0,124862,8th-9th century,70724,Small Tripod Bowl (or Cup) with Tab Handle,https://www.harvardartmuseums.org/collections/object/70724
3.2002.627,14,European,0,10382,c. 1902,158836,"Charity, Children: Germany. Berlin. Friedrichs-Waisenhaus zu Rummelsburg: Friedrichs-Waisenhaus zu Rummelsburg (Municipal Orphanage, Berlin, Germany): View of the Grounds.",https://www.harvardartmuseums.org/collections/object/158836
M17804,0,French,0,218368,1856,266755,A Shelter in the Countryside,https://www.harvardartmuseums.org/collections/object/266755
R792,9,Italian,0,244720,16th century,248290,S. Paul,https://www.harvardartmuseums.org/collections/object/248290
4.2002.2592,2,American,0,21741,1954-1955,139911,Untitled (couple standing in front of lockers),https://www.harvardartmuseums.org/collections/object/139911
1919.578,6,Egyptian,0,51825,,292792,Amulet,https://www.harvardartmuseums.org/collections/object/292792
1998.98.9,2,American,1,120116,1994,197902,Victim Mentality (Fearful),https://www.harvardartmuseums.org/collections/object/197902
1929.71.3.B,5,Japanese,0,55171,19th century,199668,Lid for Andon Lamp,https://www.harvardartmuseums.org/collections/object/199668
M14152,3,Austrian,1,214737,1959-1961,250555,Ein Haus,https://www.harvardartmuseums.org/collections/object/250555
1967.13,5,British,0,87696,19th century,296417,Morris Dancer,https://www.harvardartmuseums.org/collections/object/296417
Straus.6603,0,,0,268163,,346096,"X-radiograph(s) of ""Marriage of the Virgin""",https://www.harvardartmuseums.org/collections/object/346096
4.2002.17229,0,American,0,36934,c. 1950,125087,Untitled (little boy sitting at table),https://www.harvardartmuseums.org/collections/object/125087
5.2002.441,0,American,1,41955,"October 30, 1912",144586,Bldgs. #429 -395 Boylston St.,https://www.harvardartmuseums.org/collections/object/144586
1992.18,5,German,1,114154,c. 1908,221234,Single-Carriage Horse,https://www.harvardartmuseums.org/collections/object/221234
1948.7,10,American,1,72164,1947,308214,"Barren Grove, South Brooksville, Maine",https://www.harvardartmuseums.org/collections/object/308214
CW2001.439,0,American,0,188469,20th century,171419,"Object file, from the private collection of CMW: Susan Wilmarth, ""Untitled,"" 1964, (WE 24), print",https://www.harvardartmuseums.org/collections/object/171419
H651,56,American,0,199938,1896,305019,John Lowell (1856-1922),https://www.harvardartmuseums.org/collections/object/305019
1983.56.80,2,Roman Provincial,0,104434,253-268,177455,Coin of Perge under Gallienus,https://www.harvardartmuseums.org/collections/object/177455
1960.367,1769,Greek,0,427,340-320 BCE,288856,Nestoris (two-handled jar) with Mythological Scenes,https://www.harvardartmuseums.org/collections/object/288856
1943.1638,17,French,0,70394,after 1927,229625,Commemorating Lindbergh's Flight,https://www.harvardartmuseums.org/collections/object/229625
1976.40.398,0,Roman Imperial,0,93164,65 CE,180826,"As of Nero, Rome",https://www.harvardartmuseums.org/collections/object/180826
4.2002.16150.2,0,American,0,35737,c. 1950,319844,Untitled (train wreck),https://www.harvardartmuseums.org/collections/object/319844
1.1965.559,27,Greek,0,1028,420 BCE-410 BCE,189191,Tetradrachm of Akragas,https://www.harvardartmuseums.org/collections/object/189191
M1466,3,French,0,202279,16th century,252276,Initials Used in Books Printed by Rembolt and Gering,https://www.harvardartmuseums.org/collections/object/252276
1983.56.104,1,Roman Provincial,0,104458,253-268 CE,177040,Coin of Korykos under Gallienus,https://www.harvardartmuseums.org/collections/object/177040
P1970.1343,3,American,0,231942,October 1935,301266,"Untitled (remains of the Old Gulf States Paper Mill, Plaquemines, Louisiana)",https://www.harvardartmuseums.org/collections/object/301266
1929.47.5,52,French,0,55131,18th century,298794,Ornament Sketch,https://www.harvardartmuseums.org/collections/object/298794
M3757,16,German,0,205590,15th century,251246,Mary Mediatrix; verso: King Solomon Enthroned with his Mother,https://www.harvardartmuseums.org/collections/object/251246
BRLF.573.6,1,American,1,179375,1940-1945,33987,[Teresa Kortheuer],https://www.harvardartmuseums.org/collections/object/33987
1967.79.544,2,American,0,88318,1949,7518,Art Theory Text with Sketch,https://www.harvardartmuseums.org/collections/object/7518
2.2002.2004,3,American,0,5505,c. 1858,156957,Untitled (unidentified sitter),https://www.harvardartmuseums.org/collections/object/156957
BNA12,6,Unidentified culture,0,149351,,304697,Marie François Xavier Bichat (1771-1802),https://www.harvardartmuseums.org/collections/object/304697
1973.29.28,5,Japanese,0,91084,19th century,202336,Collected Pictures (Gaso) of Shokenzo,https://www.harvardartmuseums.org/collections/object/202336
P1970.3334,0,American,0,233897,"August 1938, printed later",303274,"Untitled (Worthington, Ohio)",https://www.harvardartmuseums.org/collections/object/303274
1933.4.638,26,Japanese,0,57561,20th century,147270,from the series Eight Favorite Things in the Modern World (Tōsei kōbutsu hakkei),https://www.harvardartmuseums.org/collections/object/147270
4.2002.3519,1,American,1,22693,c. 1950,138490,Untitled (studio portrait of a heavy woman in checked dress),https://www.harvardartmuseums.org/collections/object/138490
H583,44,American,0,199870,18th century,299870,Peter Oliver (1713-1791),https://www.harvardartmuseums.org/collections/object/299870
4.2002.9891,3,American,0,28968,c. 1940-1960,132263,Untitled (back view of outdoor wedding),https://www.harvardartmuseums.org/collections/object/132263
FA167,9,French,0,191203,19th century,235141,Landscape Number 53,https://www.harvardartmuseums.org/collections/object/235141
M4959,6,British,1,206796,1924,261084,Fish and Fowl,https://www.harvardartmuseums.org/collections/object/261084
1939.90,1387,American,0,127,1899,230575,The Dawn,https://www.harvardartmuseums.org/collections/object/230575
M15731,14,American,1,216303,1968,258173,Illustration for Euripides' Hippolytus,https://www.harvardartmuseums.org/collections/object/258173
BRGA.50.60,1,German,0,163861,c. 1931,49061,"Competition Entry for Palace of the Soviets, Moscow, 1931: Space calculations, table and section",https://www.harvardartmuseums.org/collections/object/49061
35.2005.237,2,Byzantine,0,46285,1208,100287,"Aspron Trachy Nomisma of Theodore I, Nicaea",https://www.harvardartmuseums.org/collections/object/100287
1933.4.576,222,Japanese,0,57498,"Late Edo period, circa 1792-1793",210483,"Woman Exhaling Smoke from a Pipe (Kiseru no kemuri o fuku onna), from the series Ten Classes of Women's Physiognomy (Fujō ninsō juppon)",https://www.harvardartmuseums.org/collections/object/210483
M16627,2,French,0,217198,19th century,269436,"Two o'clock, Le gouter d'azor",https://www.harvardartmuseums.org/collections/object/269436
CW2001.215,3,American,0,188242,20th century,172334,"Object file, estate: Untitled Study for Days on Blue, 1976, (W232), drawing",https://www.harvardartmuseums.org/collections/object/172334
1928.15.64,51,Japanese,0,54465,"Edo period, 1814-1878",209424,"Hokusai manga (Hokusai Sketchbooks), vol. 9",https://www.harvardartmuseums.org/collections/object/209424
2009.13.24,47,German,0,133636,1928,93782,"Marienkirche, Danzig (Interior: vaulting)",https://www.harvardartmuseums.org/collections/object/93782
1951.31.4.1022,11,Byzantine,0,74376,695-698 CE,75297,Coin of Leontios,https://www.harvardartmuseums.org/collections/object/75297
M14990,2,American,1,215417,20th century,258934,Tehua of Kauai,https://www.harvardartmuseums.org/collections/object/258934
4.2002.5505,0,American,0,24679,1947,136640,Untitled (woman and small child leaving B&W Poultry Shop),https://www.harvardartmuseums.org/collections/object/136640
M8644,13,British,0,210415,1822,253680,Castle at Tancarville,https://www.harvardartmuseums.org/collections/object/253680
1943.108,81,Italian,0,68715,18th century,230461,Portrait of a Woman,https://www.harvardartmuseums.org/collections/object/230461
2006.208.125,0,American,0,126581,1975,318697,"Artist's Materials for ""A Flux Atlas"" by Bob Watts",https://www.harvardartmuseums.org/collections/object/318697
1898.123,19,French,0,49231,18th century,299785,Italian Landscape,https://www.harvardartmuseums.org/collections/object/299785
2016.60.37,0,Dutch,0,139192,16th-17th century,349933,Covered Vase with Horned and Veiled Heads Connected by Garlands,https://www.harvardartmuseums.org/collections/object/349933
8.1955.212,34,American,0,42682,1821,305738,"Female Head, for ""Miriam the Prophetess""",https://www.harvardartmuseums.org/collections/object/305738
P1970.971,1,American,0,231570,August 1938,300911,"Untitled (wheat harvest, central Ohio)",https://www.harvardartmuseums.org/collections/object/300911
2010.330,146,,1,134720,"June 14, 1930",316231,Strasse in Treptow a. Rega,https://www.harvardartmuseums.org/collections/object/316231
CW2001.1733,0,American,0,190566,20th century,95355,Artist's documents: installation view of group show,https://www.harvardartmuseums.org/collections/object/95355
1933.4.2725,5,Japanese,0,59687,,206721,SPRAY RED MAPLE AGAINST DARK GREEN,https://www.harvardartmuseums.org/collections/object/206721
4.2002.16620,7,American,0,36323,c. 1950,125821,Untitled (woman holding baby over shoulder),https://www.harvardartmuseums.org/collections/object/125821
1962.237,12,American,1,85625,1960,308675,Mother and Child,https://www.harvardartmuseums.org/collections/object/308675
1951.31.4.2096,1,Byzantine,0,75450,1425-1448 CE,183123,Stavraton of John VIII,https://www.harvardartmuseums.org/collections/object/183123
4.2002.2255,1,American,1,21384,c. 1935,139982,Untitled (extended family portrait),https://www.harvardartmuseums.org/collections/object/139982
3.2002.2749,8,,0,15961,c. 1903,152641,"Social Settlements: Philippine Islands. Manila. ""Settlement House"": Settlement House, Manila, P.I.",https://www.harvardartmuseums.org/collections/object/152641
3.2002.1012,1,American,0,11172,c. 1900,154379,"Charity, Public: United States. New York. Linden. Genesee County Almshouse: Louisiana Purchase Exposition Commission",https://www.harvardartmuseums.org/collections/object/154379
1943.1246,43,Mexican,0,69968,4th-7th century,229807,Totonac Yoke with Hands and Mask,https://www.harvardartmuseums.org/collections/object/229807
3.2002.895.2,0,American,0,10898,c. 1900,20059,"Charity, Public: United States. Massachusetts. Boston. Committee on Public Safety: (2)",https://www.harvardartmuseums.org/collections/object/20059
4.2002.3436,2,American,1,22611,c. 1950,138878,Untitled (man shooting rifle out window),https://www.harvardartmuseums.org/collections/object/138878
P1995.252.52,1,French,1,241195,20th century,282850,Untitled (nature abstraction),https://www.harvardartmuseums.org/collections/object/282850
4.2002.3975,0,American,1,23149,1937,138338,Untitled (portrait of members of clergy on steps and porch of house),https://www.harvardartmuseums.org/collections/object/138338
2009.10.9,91,Austrian,0,133574,1902,30041,"""Sigalion"" wallpaper design from the portfolio ""Surface Decoration""",https://www.harvardartmuseums.org/collections/object/30041
1978.479.12,5,Japanese,0,99585,19th-20th century,49374,"Page from Book of Okinawan Textiles: Kume Islet, Pongee, Old textile used by Royal Family""",https://www.harvardartmuseums.org/collections/object/49374
1980.85.118,1,Greek,0,102165,121 BCE-96 BCE,186383,"Coin of Antiochos VIII Grypos of Syria, Antioch",https://www.harvardartmuseums.org/collections/object/186383
2.2002.3015,74,American,0,6473,1938,156158,"Truck of basket and chair peddler, Route 40, central Ohio",https://www.harvardartmuseums.org/collections/object/156158
Straus.8893,0,,0,270519,"October 21, 2016",356793,"X-radiograph(s) of ""Jade Spearhead on a Bronze Socket""",https://www.harvardartmuseums.org/collections/object/356793
4.2002.18292,0,American,1,38007,"1949, copy made later",124073,Untitled (baby in dress),https://www.harvardartmuseums.org/collections/object/124073
1.1965.1695,2,Greek,0,2162,350 BCE-338 BCE,165211,Obol of Aigina,https://www.harvardartmuseums.org/collections/object/165211
1985.586,24,Japanese,0,108683,17th century,211172,"Fifty Nō Plays, Illustrated (Yōkyoku gojū-ban) in 10 Volumes",https://www.harvardartmuseums.org/collections/object/211172
1972.86.24,5,Japanese,0,90708,18th century,19062,Album of Iconographic Drawings of the Esoteric Buddhist Pantheon (Shingon sect),https://www.harvardartmuseums.org/collections/object/19062
4.2002.10816,4,American,1,29921,1950,131764,Untitled (group portrait of seven men in Masonic commandery uniforms),https://www.harvardartmuseums.org/collections/object/131764
S7.51.2,1,Italian,0,258675,1652,235825,"Twenty-four Horsement in Two Rows, Some in Combat",https://www.harvardartmuseums.org/collections/object/235825
G1463,16,French,0,193720,19th century,274733,The Willis,https://www.harvardartmuseums.org/collections/object/274733
M19420,0,French,0,219988,1870,266380,The Dream of the New Marguerite,https://www.harvardartmuseums.org/collections/object/266380
M17096,2,French,0,217667,1847,268344,A Plucked Pierrot,https://www.harvardartmuseums.org/collections/object/268344
1977.216.2123.52,0,Mycenaean,0,96714,2nd millennium BCE,198878,Fragment of a Terracotta Object,https://www.harvardartmuseums.org/collections/object/198878
BRGA.3.17,56,German,0,160392,c. 1911-1913,53172,"Fagus Shoe-Last Factory, Alfeld a. d. Leine, 1911-1925",https://www.harvardartmuseums.org/collections/object/53172
BR30.208,10,German,0,149835,early 20th century (original from c.1525-35),220331,"On the Road to Emmaus, from the series ""New Testament Subjects""",https://www.harvardartmuseums.org/collections/object/220331
3.2002.1255.2,0,American,0,11781,c. 1900,19392,"Crime, Children, Reform Schools: United States. New York. Freeville. George Junior Republic: George Junior Republic, Freeville, N.Y.",https://www.harvardartmuseums.org/collections/object/19392
2005.183,59,American,0,125643,1885,5520,"Great Britain and Russia in Confrontation over the City of Herat, Afghanistan (""The Fight's Off--(For the Present)"")",https://www.harvardartmuseums.org/collections/object/5520
4.2002.5301,1,American,0,24475,1937,136879,"Untitled (Liddon Pennock seating Alice Pennock for lunch in dining room, maid in background)",https://www.harvardartmuseums.org/collections/object/136879
M17515,1,French,0,218083,1841,268837,"""If you knew how beautiful you are...""",https://www.harvardartmuseums.org/collections/object/268837
P1982.367.40,13,Unidentified culture,0,239411,c. 1870-c. 1890,282022,Untitled (boat with passengers),https://www.harvardartmuseums.org/collections/object/282022
M15391,18,German,1,215849,1972,257627,In the Water (greens),https://www.harvardartmuseums.org/collections/object/257627
M24266.42,1,French,0,226779,1758,188995,Foreground Female Figures with Background Ruinss,https://www.harvardartmuseums.org/collections/object/188995
M6526,5,British,0,208355,1844,262871,"The Great Chamber, Montacute",https://www.harvardartmuseums.org/collections/object/262871
BRLF.1008.208,2,American,1,183136,1940s-1950s,9494,My car Studebaker,https://www.harvardartmuseums.org/collections/object/9494
1933.4.1775,49,Japanese,0,58744,"Edo period,",207492,"Two Girls Gathering New Greens by the Water, with poem by Senri Shunto",https://www.harvardartmuseums.org/collections/object/207492
4.2002.6802,4,American,1,25863,"c. 1940, printed later",135607,Untitled (four photographs: family portraits outside house),https://www.harvardartmuseums.org/collections/object/135607
BR63.305,4,German,1,154797,1901,182599,Sketches of Figures,https://www.harvardartmuseums.org/collections/object/182599
1962.240,11,American,1,85628,1958,308627,"Provincetown Beach, Massachusetts",https://www.harvardartmuseums.org/collections/object/308627
2007.184.2.442.2,4,American,0,129941,1967,326081,"Untitled (soldiers in jungle during fighting in central highlands near Dak To, Vietnam)",https://www.harvardartmuseums.org/collections/object/326081
1976.34,16,American,1,92763,20th century,309084,Anthropoids,https://www.harvardartmuseums.org/collections/object/309084
4.2002.15598,0,American,0,34539,c. 1950,126823,"Untitled (two girls playing dress-up, one trying on a hat)",https://www.harvardartmuseums.org/collections/object/126823
1995.904,1,Roman,0,117547,200-201 CE,195702,Denarius of Septimius Severus,https://www.harvardartmuseums.org/collections/object/195702
BRLF.549.27,1,American,1,178603,1950's,34642,[Mannequin in shop window],https://www.harvardartmuseums.org/collections/object/34642
4.2002.5179,0,American,0,24353,1940,137210,Untitled (man holding glass in riding outfit),https://www.harvardartmuseums.org/collections/object/137210
1951.31.5.666,5,Byzantine,0,77930,X/XI c.,74023,Seal of N. imperial protospatharios and strategos of Mesopotamia (X/XI c.),https://www.harvardartmuseums.org/collections/object/74023
4.2002.4146,0,American,1,23320,1939,138025,Untitled (site of demolished building with rubble),https://www.harvardartmuseums.org/collections/object/138025
2007.184.2.533.1,1,American,0,130470,1967,326959,"Untitled (old man fishing on the beach, Nazaré, Portugal)",https://www.harvardartmuseums.org/collections/object/326959
4.2002.19858,0,American,0,39596,c. 1949,122678,Untitled (man and woman dining at table),https://www.harvardartmuseums.org/collections/object/122678
1965.569.13,6,Austrian,0,87299,1830,30645,Flight into Egypt,https://www.harvardartmuseums.org/collections/object/30645
4.2002.12042,0,American,0,31145,1936,130202,"Untitled (exterior of warehouse at Federal Shipbuilding & Drydock Corp., NJ)",https://www.harvardartmuseums.org/collections/object/130202
P1970.4113,2,American,0,234667,May 1934-June 1934,191108,"Untitled (Blackwell's Island Penitentiary, Welfare Island, New York City)",https://www.harvardartmuseums.org/collections/object/191108
H663,163,Swedish,0,199949,1899,305025,Joseph Randolph Coolidge (1828-1925),https://www.harvardartmuseums.org/collections/object/305025
3.2002.45,31,American,0,9016,c. 1903,160260,"Housing, Conditions: United States. Massachusetts. Lowell. Tenements in French, Greek, and Polish Districts: Envirionment after Immigration, Perpetuation of European Standards in America, Housing Conditions, Lowell, Mass.: ""Little Canada.""",https://www.harvardartmuseums.org/collections/object/160260
1976.40.480,1,Roman,0,93246,250-251,179318,Sestertius of Herennia Etruscilla,https://www.harvardartmuseums.org/collections/object/179318
M22311.5,5,Flemish,0,223951,1598,260595,St Joannicius,https://www.harvardartmuseums.org/collections/object/260595
M24967.30,16,Italian,0,227794,1641,174131,The Temple of Vesta between the Capitoline and Palatine,https://www.harvardartmuseums.org/collections/object/174131
1995.846.57,0,Roman,0,117478,,174658,coin,https://www.harvardartmuseums.org/collections/object/174658
1933.28,59,American,1,60069,1932,306651,Old Farm House (September Sunlight),https://www.harvardartmuseums.org/collections/object/306651
BR63.1413,5,German,1,155908,5/3/1913,164029,Untitled [Street in a Town],https://www.harvardartmuseums.org/collections/object/164029
P1982.359.34,49,British,0,239192,1862-1888,317510,"Untitled (five photographs, clockwise from upper left, Lady Alfred Murray; Lady E. Bute; Lady Mary Marsham; Mrs. Mydelton Biddulph; center, Lord Sudeley)",https://www.harvardartmuseums.org/collections/object/317510
BR49.43.A,64,German,1,150487,1928-1932,225483,"Bauhaus Masters Houses, Dessau",https://www.harvardartmuseums.org/collections/object/225483
35.2005.130,5,Byzantine,0,46178,886-912,99633,"Follis of Leo VI, Constantinople",https://www.harvardartmuseums.org/collections/object/99633
BRLF.136.21,0,German,1,169256,1936,43694,[Western travel],https://www.harvardartmuseums.org/collections/object/43694
1981.74.321,0,Greek,0,103097,,182824,Coin of Pergamon,https://www.harvardartmuseums.org/collections/object/182824
1929.22.8.16,1,French,0,55073,1834,233008,The Biiiiig Conspiracy,https://www.harvardartmuseums.org/collections/object/233008
BRLF.487.30,0,American,1,176745,1947-1948,36584,[View from walkway],https://www.harvardartmuseums.org/collections/object/36584
Straus.7958,0,,0,269517,,347451,"X-radiograph(s) of ""Cows at Harbor""",https://www.harvardartmuseums.org/collections/object/347451
R9556,22,English,0,252681,19th century,249326,Jew's Harp,https://www.harvardartmuseums.org/collections/object/249326
1971.65,5,American,1,90198,1907,308971,"The Crossing of Saint Peter's, Rome",https://www.harvardartmuseums.org/collections/object/308971
1936.150.742,11,American,0,62670,19th-20th century,230605,Portrait of a Seated Young Man Holding a Book,https://www.harvardartmuseums.org/collections/object/230605
2.2002.3088,13,American,0,6546,1935,156096,"School youngsters, Red House, West Virginia",https://www.harvardartmuseums.org/collections/object/156096
1964.97.18,11,American,1,86481,1950 - 1959,310755,"Mater Dolorosa, after Titian",https://www.harvardartmuseums.org/collections/object/310755
2011.112,459,American,1,135370,"1955, printed 1988-1992",337644,"Katharine Hepburn, actress, New York, March 2, 1955",https://www.harvardartmuseums.org/collections/object/337644
R8026,6,German,0,251261,1791,247423,Sportsmen Shooting Ducks on a River,https://www.harvardartmuseums.org/collections/object/247423
6.2019.16,2,Dutch,0,42342,17th century,364033,The Dance,https://www.harvardartmuseums.org/collections/object/364033
2.2002.2089,8,American,0,5590,1858,157372,"Ansel Lamson, Lunenberg, Vermont (1834-1868)",https://www.harvardartmuseums.org/collections/object/157372
BRLF.1001.190,1,American,1,181485,1940s-1950s,10921,[Watercolor by Lyonel Feininger],https://www.harvardartmuseums.org/collections/object/10921
P1988.12.20,8,British,0,240274,8/16/1915,92980,Ivan Mestrovich (1883-1962),https://www.harvardartmuseums.org/collections/object/92980
M460,5,German,0,201464,1821-1834,259404,Temptation of Christ,https://www.harvardartmuseums.org/collections/object/259404
G1042,33,Dutch,0,193343,1655,275949,Savoyard Boy with Dancing Dog,https://www.harvardartmuseums.org/collections/object/275949
M13886,13,British,0,214480,1838,260262,Medieval Church,https://www.harvardartmuseums.org/collections/object/260262
1980.85.225,5,Roman Provincial,0,102272,2nd century CE,185916,Coin of Damascus under Lucius Verus?,https://www.harvardartmuseums.org/collections/object/185916
1985.867,26,Chinese,0,109410,,211225,Branches of Plum Blossoms,https://www.harvardartmuseums.org/collections/object/211225
S11.51.1,35,German,0,260332,c. 1639,93110,Althaea Burns the Fatal Log and Meleager Dies in Flames,https://www.harvardartmuseums.org/collections/object/93110
BRLF.507.24,0,German,1,177377,1936,35872,[Cars parked at overlook],https://www.harvardartmuseums.org/collections/object/35872
1.1965.1259,8,Greek,0,1727,411 BCE-385 BCE,187537,Stater of Abdera,https://www.harvardartmuseums.org/collections/object/187537
1933.4.1780,44,Japanese,0,58749,"Edo period, circa 1820",207587,"Festival Float of Priest Jōmyō (Jōmyō yama), with poems by Mizunoya Tanigaki Makiyo, Jushitsu (Jutei) Morozane and Yomo no Utagaki (Magao)",https://www.harvardartmuseums.org/collections/object/207587
CW2001.805.20,2,American,0,189550,20th century,144845,Sketches for Merchant Marines Project; verso: blank,https://www.harvardartmuseums.org/collections/object/144845
2007.184.2.649.1,1,American,0,131123,1965-1968,328036,"Untitled (view of coastal town from across water, Vietnam(?))",https://www.harvardartmuseums.org/collections/object/328036
2005.109,737,American,0,64,1868,5240,"View of Wimmis, Valley of the Simmental, Switzerland",https://www.harvardartmuseums.org/collections/object/5240
4.2002.15209,0,American,0,34096,1954,127387,Untitled (man and woman sitting on opposite sides of desk),https://www.harvardartmuseums.org/collections/object/127387
2007.154,54,German,0,127135,16th century,319345,Saint Veronica with the Vera Icon,https://www.harvardartmuseums.org/collections/object/319345
1933.4.308,34,Japanese,0,57229,19th century,208573,HYDRANGEA FLOWERS AND KINGFISHER,https://www.harvardartmuseums.org/collections/object/208573
3.2002.436,0,American,0,9982,c. 1903,159197,"Industrial Problems, Welfare Work: United States. New York. Niagara Falls. Niagara Development Company: Industrial Betterment in the United States. Housing of Working People by Employers. Niagara Development Company, Niagara Falls, New York. House for Employees. Plan S.",https://www.harvardartmuseums.org/collections/object/159197
1960.460,18,Etruscan,0,84706,c. 525 BCE,289145,Torso of Archaic Kouroi Type,https://www.harvardartmuseums.org/collections/object/289145
BRLF.201.10,8,German,0,170925,1936,42120,"[Lyonel and Lux Feininger in Town Hall Park, Stockholm]",https://www.harvardartmuseums.org/collections/object/42120
M2869.1.11.1,12,Italian,0,203571,18th century,70294,Tufa Block,https://www.harvardartmuseums.org/collections/object/70294
2007.184.2.121,0,American,0,128108,1967-68,321687,"Untitled (soldiers conversing; campsite; soldiers taking cover on ground, Vietnam)",https://www.harvardartmuseums.org/collections/object/321687
1982.100.72,1,Roman Provincial,0,104066,98-117,170796,Coin of Sepphoris under Trajan,https://www.harvardartmuseums.org/collections/object/170796
1985.21.122,3,Roman Provincial,0,107072,3rd century CE,175019,Coin of Corcyra under Geta,https://www.harvardartmuseums.org/collections/object/175019
4.2002.17213,0,American,0,36918,c. 1950,124971,Untitled (three women in living room),https://www.harvardartmuseums.org/collections/object/124971
4.2002.2300,4,American,1,21429,c. 1955,139991,"Untitled (group scene in Western wear by ""Rodeo Jail"")",https://www.harvardartmuseums.org/collections/object/139991
2016.9,53,French,0,139026,1743,354739,The House of Cards,https://www.harvardartmuseums.org/collections/object/354739
1976.79.39,1,Roman Imperial,0,93452,103 CE,196301,"Denarius of Trajan, Rome",https://www.harvardartmuseums.org/collections/object/196301
1.1965.2136,5,Greek,0,2603,366 BCE-333 BCE,170266,Tetradrachm of Chalcedon,https://www.harvardartmuseums.org/collections/object/170266
4.2002.9317,2,American,0,28394,1950,133062,Untitled (young man posed feeding baby on couch next to woman and dog in foreground),https://www.harvardartmuseums.org/collections/object/133062
1917.113,692,Byzantine,0,35,5th-6th century,213697,Tunic Ornament: Two Hunters Battling Lions,https://www.harvardartmuseums.org/collections/object/213697
BRLF.404.33,0,American,1,174218,1950s,38873,[Stone wall],https://www.harvardartmuseums.org/collections/object/38873
R689NA,1,British,0,244529,18th-19th century,248645,Newport Pagnell,https://www.harvardartmuseums.org/collections/object/248645
4.2002.9219,1,American,0,28296,1948-1950,132938,Untitled (woman in striped dress posed with man in glasses on small couch in living room),https://www.harvardartmuseums.org/collections/object/132938
R3488,19,German,0,247277,1810,243205,S. Francesco in Civitella,https://www.harvardartmuseums.org/collections/object/243205
2017.69.5,1,American,1,140010,"1933, printed 1967",357419,"Men of Santa Anna, Michoacan",https://www.harvardartmuseums.org/collections/object/357419
2001.159.34,6,American,0,122070,1852,148169,"Landscape, West Nanticoke, Pennsylvania",https://www.harvardartmuseums.org/collections/object/148169
